split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,444.0,0.3596576908249352,0.04470220457895176,0.41038353680005446,0.176352960356962,0.6266042191621453,0.14043855646688702,0.9309995179765295,0.02016043237713689
train,1035.0,0.3136624170709187,0.03344935044908508,0.358338168854379,0.05886000649775668,0.5965588468450146,0.05223569559990611,0.9408841991254526,0.009572777504049416
