split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,768.0,97.60187972429495,3.3804515128400006,20251.2931636969,2036.4473982489765,142.1485648971593,7.077245334716681,0.7428144429339475,0.02555150822436812
train,1789.0,26.57471213897651,2.753800507585483,1893.7200346518832,374.51291487631744,43.32018226080173,4.3565842306409195,0.9756380674436003,0.004562728861810988
