n_samples_mean,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MDAE_mean,MDAE_std,R2_mean,R2_std,MACE_mean,MACE_std,RMSCE_mean,RMSCE_std,miscalibration_area_mean,miscalibration_area_std,sharpness_mean,sharpness_std,NLL_mean,NLL_std,CRPS_mean,CRPS_std
768.0,97.60187972429483,3.380451512840069,142.14856489715913,7.0772453347167295,61.750879609117455,2.968067979476734,0.742814442933948,0.02555150822436822,0.09871910511363632,0.01006379068002299,0.11080909781623578,0.010586460810119052,0.09970891161492892,0.010167548877451265,159.1044791503404,2.375505902244734,6.326877559512106,0.05818150976600828,73.65087894615009,2.73218451705049
