split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,316.0,0.10163801461458206,0.013266750566471528,0.02090077316388488,0.005545231032666119,0.1434284034884987,0.0191214317404812,0.9498004674911499,0.017194101557070622
train,737.0,0.09326766654849053,0.015494406934804549,0.018454938754439355,0.008518084597140296,0.13311270440127973,0.02859577827071055,0.9576050221920014,0.017590828845671775
