split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,444.0,0.03153458645987946,0.0012889958779159687,0.001864196320056384,0.0001388573502395061,0.04314920799418914,0.001613198868565882,0.9259557176162723,0.007116941906657335
train,1035.0,0.025441129831542057,0.0007304544198065862,0.0012467805673449955,6.705377608425107e-05,0.03529820900091605,0.0009527787854743127,0.950751352749595,0.0032860677810114514
