n_samples_mean,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MDAE_mean,MDAE_std,R2_mean,R2_std,MACE_mean,MACE_std,RMSCE_mean,RMSCE_std,miscalibration_area_mean,miscalibration_area_std,sharpness_mean,sharpness_std,NLL_mean,NLL_std,CRPS_mean,CRPS_std
768.0,76.04355806567706,3.298193191661004,124.73102500794872,7.512850752276309,39.059607119999995,1.4646303197642807,0.8015869328379391,0.024760836800733908,0.2542096354166667,0.0079867716787873,0.28408691864835134,0.009484670520477093,0.25677740951178457,0.008067446140189186,45.09271357805824,1.5913690164339331,16.85645836528402,8.312282306968468,61.38059300515748,3.0810732979927558
