split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,444.0,0.035804418019916226,0.0018359497355054707,0.002293555508338851,0.00023834249142942098,0.047831178197721,0.002524084114796254,0.9092857498233446,0.007270987537298354
train,1035.0,0.021460616812472876,0.0002822642040149194,0.0008410180489616572,2.0990944159126926e-05,0.02899824897634546,0.0003645473106572621,0.9667909648458872,0.0011975883948914363
