split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,444.0,0.04130640580363544,0.008074013009683932,0.0029334217872255975,0.0008941987127995694,0.05370436117849797,0.007398451612408673,0.8844473783929029,0.029874167496884534
train,1035.0,0.036909646416137316,0.009006949586081284,0.0023970279628878987,0.0009713369433251578,0.048282571938878395,0.008551881524938854,0.9048861369959795,0.04111529181360781
