split,n_samples_mean,MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
test,768.0,96.97749739702532,6.507672612479031,24022.010882036207,2773.6578139329704,154.76354634939673,8.835257865465232,0.695481827742584,0.02891366220378152
train,1789.0,59.86755182603796,7.309740136124415,12147.261027336575,2213.2777588434815,109.79784328822254,10.093707423246778,0.8430377391814192,0.030868882948510448
